"tipo_unidade";"orgao";"nome";"logradouro";"complemento";"bairro";"responsavel";"telefone";"celular";"turno_manha";"turno_tarde";"turno_noite";"turno_integral";"turno_detalhe";"servicos";"situacao";"coordenada"
"Secretarias, Empresas e Autarquias";"S. M. de Desenvolvimento Rural                    ";"Subprefeitura Monte Bonito - 9º distrito";"DIS  Monte Bonito - Estr";"";"Zona Rural";"Manuel Francisco Garcia";"32773017";"81310820";1;1;0;0;"";"Acompanhamento na manutenção das estradas, pontes e bueiros para dar condições de trafegabilidade, prestação de assistência aos moradores carentes ou não sempre que solicitado e atender as comunidades em prol do bem estar dos moradores em parceria com outras administrações distritais, limpeza nas escolas, nos postos de saúde e na sede administrativa, organizar o cronograma de trabalho e transportar ao local de trabalho os funcionários com caminhão próprio. Ajudar na distribuição de sementes de milho, mudas de acácia e eucaliptos. Coordenar o serviço de correio, realizar limpezas nas  valetas, capina, remoção de entulho, carregamento de aterro e roçado, colocação de tubos.";"Próprio";""
"Secretarias, Empresas e Autarquias";"S. M. de Desenvolvimento Rural                    ";"Subprefeitura Quilombo - 7º Distrito";"DIS  Quilombo - Col";"";"Zona Rural";"Pedro da Rosa Oliveira";"32247066";"9124-1785";1;1;0;0;"";"Acompanhamento na manutenção das estradas, pontes e bueiros para dar condições de trafegabilidade, prestação de assistência aos moradores carentes ou não sempre que solicitado e atender as comunidades em prol do bem estar dos moradores em parceria com outras administrações distritais, limpeza nas escolas, nos postos de saúde e na sede administrativa, organizar o cronograma de trabalho e transportar ao local de trabalho os funcionários com caminhão próprio. Ajudar na distribuição de sementes de milho, mudas de acácia e eucaliptos. Coordenar o serviço de correio, realizar limpezas nas  valetas, capina, remoção de entulho, carregamento de aterro e roçado, colocação de tubos.";"Próprio";""
"Secretarias, Empresas e Autarquias";"S. M. de Desenvolvimento Rural                    ";"Subprefeitura Rincão da Cruz - 8º Distrito";"DIS  Colonia Maciel Oitavo";"";"Zona Rural";"Ari Strelow";"32245098";"81339087";1;1;0;0;"";"Acompanhamento na manutenção das estradas, pontes e bueiros para dar condições de trafegabilidade, prestação de assistência aos moradores carentes ou não sempre que solicitado e atender as comunidades em prol do bem estar dos moradores em parceria com outras administrações distritais, limpeza nas escolas, nos postos de saúde e na sede administrativa, organizar o cronograma de trabalho e transportar ao local de trabalho os funcionários com caminhão próprio. Ajudar na distribuição de sementes de milho, mudas de acácia e eucaliptos. Coordenar o serviço de correio, realizar limpezas nas  valetas, capina, remoção de entulho, carregamento de aterro e roçado, colocação de tubos.";"Próprio";""
"Secretarias, Empresas e Autarquias";"S. M. de Desenvolvimento Rural                    ";"Subprefeitura  Santa Silvana - 6º Distrito";"DIS  Silvana;Sta - Col";"s/n";"Zona Rural";"Willibaldo Milech";"32778050";"8128-4921";1;1;0;0;"";"Acompanhamento na manutenção das estradas, pontes e bueiros para dar condições de trafegabilidade, prestação de assistência aos moradores carentes ou não sempre que solicitado e atender as comunidades em prol do bem estar dos moradores em parceria com outras administrações distritais, limpeza nas escolas, nos postos de saúde e na sede administrativa, organizar o cronograma de trabalho e transportar ao local de trabalho os funcionários com caminhão próprio. Ajudar na distribuição de sementes de milho, mudas de acácia e eucaliptos. Coordenar o serviço de correio, realizar limpezas nas  valetas, capina, remoção de entulho, carregamento de aterro e roçado, colocação de tubos.";"Próprio";"-31.449552,-52.28351"
"Secretarias, Empresas e Autarquias";"S. M. de Desenvolvimento Rural                    ";"Subprefeitura Z3 - 2º Distrito";"DIS  Colônia Z3";"Nº 15";"Zona Rural";"Luis Renato Fagundes";"32260066";"81224584";1;1;0;0;"";"Acompanhamento na manutenção das estradas, pontes e bueiros para dar condições de trafegabilidade, prestação de assistência aos moradores carentes ou não sempre que solicitado e atender as comunidades em prol do bem estar dos moradores em parceria com outras administrações distritais, limpeza nas escolas, nos postos de saúde e na sede administrativa, organizar o cronograma de trabalho, bem como administrar os funcionarios nas areas de atuação, realizar limpeza na Praia,  nas  valetas, fazer capina, remoção de entulho, carregamento de aterro e roçado, colocação de tubos";"Outros";""
"Secretarias, Empresas e Autarquias";"S. M. de Educação e Desporto                      ";"Secretaria Municipal de Educação e Desporto";"Pç  Vinte De Setembro";"366";"Centro";"Artur Corrêa";"32842600";"";0;1;0;0;"";"Órgão da administração municipal que tem por competência a organização, execução, manutenção, administração, orientação, coordenação e controle das atividades do Poder Público ligadas à educação, velando pela observância da legislação respectiva, das deliberações e pelo cumprimento das decisões do Conselho Municipal de Educação, nas instituições que integram a rede pública municipal de ensino.";"Próprio";"-31.76730510291593, -52.33982711304475"
"Secretarias, Empresas e Autarquias";"S. M. de Gestão da Cidade e Mobilidade            ";"Secretaria Municipal de Gestão da Cidade e Mobilidade Urbana";"R  Lobo Da Costa";"520";"Centro";"Jacques Reydams";"3284-4472";"";0;1;0;0;"12:30 às 18:30";"É o órgão da Administração Pública direta que trabalha com o Planejamento do Espaço Municipal. Cabe à SGCMU analisar as normas e padrões urbanos; elaborar as bases para mapeamento territorial e ambiental; fiscalizar o uso e ocupação do solo conforme disposto em lei municipal; exercer o controle e a fiscalização sobre a área urbana do Município; criar condições para melhoria da qualidade urbana; promover a proteção e a recuperação do ambiente urbano; e apoiar as outras secretarias e órgãos da administração municipal direta e indireta.
";"Alugado";"-31.755619616012133, -52.34357147682954"
"Secretarias, Empresas e Autarquias";"S. M. de Justiça Social e Segurança               ";"Residência Inclusiva I";"R Gen Osório";"1120";"Centro";"Neri Schiller";"3921-6055";"99827856";1;0;0;0;"Das 8 às 14hs.";"Licenças de saúde para servidores, perícia em atividade de risco e exames médicos admissionais.";"Alugado";"-31.7582547, -52.339267500000005"
"Secretarias, Empresas e Autarquias";"S. M. de Justiça Social e Segurança               ";"Secretaria Municipal de Assistência Social";"R Mal Deodoro; Mal";"404";"Centro";"Luiz Eduardo Zimmermann Longaray";"53 3309 3600";"";1;0;0;0;"";"A Secretaria Municipal de Assistência Social executa as políticas públicas voltadas à cidadania, as relativas à assistência social e que tenham por objetivo reduzir a pobreza, promove o respeito à diversidade, executa as políticas de atenção às minorias, através de projetos que atendam, dentre outros, a juventude, a mulher, o afrodescendente, a pessoa com deficiência e o idoso. ";"Próprio";"-31.77321570056639, -52.346672110450754"
"Secretarias, Empresas e Autarquias";"S. M. de Obras                                    ";"Secretaria Municipal de Obras e Pavimentação";"R  Uruguai";"10";"Centro";"Ubiratan Anselmo";"3278-7177";"";1;1;0;0;"Atendimento ao Público: 08:00-12:00 e 13:30-17:30";"Executa serviços de reparo, manutenção e implantação de pavimentação nas vias públicas localizadas no meio urbano do município de Pelotas.";"Alugado";"-31.7810876, -52.32845629999997"
"Secretarias, Empresas e Autarquias";"S. M. de Obras e Serviços Urbanos                 ";"Cemitério da Boa Vista";"AV Eng Ildefonso Simões Lopes";"3555";"Três Vendas";"Ariano Paulo Siqueira";"32776363";"81198512";0;0;0;1;"";"Funeral e enterro para pessoas de baixa renda";"Próprio";"-31.709472,-52.302931"
"Secretarias, Empresas e Autarquias";"S. M. de Obras e Serviços Urbanos                 ";"Coordenadoria do Areal";"AV  Domingos José De Almeida";"1262";"Areal";"Cristiane Freitas da Costa";"32283230";"91537828";1;1;0;0;"";"Limpeza e drenagem urbana";"Outros";"-31.755767,-52.32234"
"Secretarias, Empresas e Autarquias";"S. M. de Obras e Serviços Urbanos                 ";"Coordenadoria do Fragata";"R  Machado De Assis";"285";"Fragata";"Arnaldo Silveira da Silva";"32718528";"81127023";1;1;0;0;"";"Limpeza e drenagem urbana";"Próprio";"-31.746028,-52.394006"
"Secretarias, Empresas e Autarquias";"S. M. de Obras e Serviços Urbanos                 ";"Coordenadoria do Laranjal";"AV  José Maria Da Fontoura";"775";"Laranjal";"Cesar Venzke";"32264475";"9174.3137";1;1;0;0;"";"Limpeza e drenagem urbana";"Próprio";"-31.753592,-52.235535"
"Secretarias, Empresas e Autarquias";"S. M. de Obras e Serviços Urbanos                 ";"Coordenadoria do Porto / Balsa";"R  Paulo Guilayn";"202";"Centro";"Pedro Ferraz";"32258059";"91566062";1;1;0;0;"";"Limpeza e drenagem urbana, apreensão de animais";"Próprio";"-31.78108,-52.320244"
"Secretarias, Empresas e Autarquias";"S. M. de Qualidade Ambiental                      ";"Horto da Barragem";"R  Joana N. Levim";"s/n";"Três Vendas";"Milene Antunes";"32844450";"84226532";1;1;0;0;"";"Apoio, produção e doação de mudas, compostos orgânicos, compostagem e armazenamento de galhação;";"Próprio";"-31.727601,-52.361977"
"Secretarias, Empresas e Autarquias";"S. M. de Qualidade Ambiental                      ";"Secretaria Municipal de Qualidade Ambiental";"AV  Domingos José De Almeida";"1490";"Areal";"Felipe Perez de Garcia Fernandes";"32271642";"";0;1;0;0;"";"Licenciamento ambiental, fiscalização de infrações ambientais, educação ambiental, coordenação do serviço de coleta seletiva, políicas ambientais,  coordenação de arborização e sua manutenção.";"Alugado";"-31.75555575683922, -52.34345345963288"
"Secretarias, Empresas e Autarquias";"S. M. de Receita                                  ";"Secretaria Municipal de Receita ";"R Gen Osório";"605";"Centro";"Rodolfo Bolzoni";" 3309-5900";"";0;1;0;0;"12:30 às 18:15";"A Secretaria Municipal de Receita tem como objetivo principal a Arrecadação de Tributos, divididos em:  ISSQN que é o Imposto sobre Serviço de Qualquer Natureza, que tem por finalidade manter os registros de empresas e profissionais autônomos prestadores de serviços do Município, IPTU que é devido pela pessoa física ou jurídica, chamado de contribuinte, que possui imóvel na zona urbana do município, ITBI que é a transmissão inter-vivos,a qualquer título, de propriedade ou domínio útil de bens imóveis, DÌVIDA ATIVA: abrange os créditos a favor do município, cuja certeza de liquidez foram apurados, por não terem, sido efetivamente arrecadados nos prazos estabelecidos.";"Alugado";"-31.769013,-52.344062"
"Secretarias, Empresas e Autarquias";"S. M. de Saúde                                    ";"CEREST - Centro de Saúde do Trabalhador ";"Pç  Rio Branco";"Largo, 5";"Centro";"Maristela Costa Irazoke";"32255588";"32275217";1;1;0;0;"";"O CEREST é um serviço especializado na área de saúde do trabalhador, tendo como principal objetivo a PREVENÇÃO de acidentes e doenças relacionadas ao trabalho.
Promove palestras, cursos, capacitações, seminários dirigidos aos profissionais de saúde da rede do SUS, trabalhadores, gestores de saúde, conselheiros, representantes sindicais e comunidade em geral.
Realiza visitas aos locais de trabalho, a fim de orientar melhorias das condições de trabalho.  ";"Alugado";"-31.771295833719282, -52.340462858013666"
"Secretarias, Empresas e Autarquias";"S. M. de Saúde                                    ";"Diretoria de Ações em Saúde  ";"R  Lobo Da Costa";"1764";"Centro";"Eliédes de Freitas Ribeiro";"32847700";"";1;1;0;0;"";"Compete à Superintendência de Ações em Saúde participar da formulação e implementação da política de atenção básica de saúde observados os princípios e diretrizes do SUS; definir e coordenar sistemas de redes  integradas de ações e serviços de saúde; estabelecer normas, critérios, parâmetros e métodos para o controle da qualidade e avaliação das ações de vigilância e assistência à saúde; coordenar, acompanhar e avaliar, em âmbito municipal, as atividades das unidades assistenciais do Município; promover o desenvolvimento de ações estratégicas voltadas para a reorientação do modelo de atenção à saúde, tendo como eixo estruturador as ações de atenção básica em saúde. 
Gerências:DST/AIDS/Programas de Saúde/Rede em Saúde/Vigilância Ambiental/Vigilância Epidemiológica e Vigilância Sanitária
";"Próprio";"-31.767752467119248, -52.35009539154055"
"Secretarias, Empresas e Autarquias";"S. M. de Saúde                                    ";"Farmácia Municipal";"R Prof Araújo; Prof";"2016";"Centro";"Cristiane Brum";"32278946";"";1;1;0;0;"";"Distribuição de medicamentos e insumos ambulatoriais para todas as unidades de saúde e população em geral.";"Alugado";"-31.75269916460871, -52.34174519777298"
"Secretarias, Empresas e Autarquias";"S. M. de Saúde                                    ";"Secretaria Municipal de Saúde";"R  Tiradentes";"3120";"Centro";"Ana Lúcia Pires Afonso da Costa";"32849547";"";1;1;0;0;"";"Serviço administrativo e de planejamento de todas as ações e políticas de saúde do município, entre elas: 
Administração das Unidades Básicas de Saúde;
Desenvolvimento de Políticas de atenção à saúde e monitoramento de indicadores;
Controle, avaliação, regulação e auditoria das consultas;
Exames e internações (central de leitos);
Ações de vigilância em saúde;
Definições de Projetos e todas as ações de apoio administrativo da Secretaria Municipal de saúde e dos serviços.";"Alugado";"-31.769813895096476, -52.34683871269226"
"UBS";"S. M. de Saúde                                    ";"Caps AD III";"R Dom Pedro Ii";"813";"Centro";"";"32223350";"";1;1;1;1;"";"Atendimento à usuários de álcool e outras drogas, com atendimentos individuais e em grupos, grupos familiares e oficinas.";"Alugado";"-31.773599172316374, -52.34284222126007"
"UBS";"S. M. de Saúde                                    ";"Caps Baronesa";"AV  Ferreira Viana";"1091";"Areal";"Maria do Carmo Rochedo ";"32721030";"";1;1;0;0;"";"Atendimento psico-social para pacientes portadores de transtornos mentais prioritariamente moderados a severos, com atendimento individual, em grupos e oficinas ocupacionais e terapêuticas.";"Alugado";"-31.7580366, -52.3264097"
"UBS";"S. M. de Saúde                                    ";"Caps Castelo";"R  Lobo Da Costa";"1959";"Fragata";"Paulo Juan Zaffaroni Elola";"";"";1;1;0;0;"";"Atendimento psico-social a pacientes portadores de transtornos mentais prioritariamente moderados a severos, com atendimento individual, em grupos familiares e oficinas ocupacionais e terapêuticas.";"Alugado";"-31.767848226156723, -52.350969314575195"
"UBS";"S. M. de Saúde                                    ";"Caps Escola";"R  Félix Da Cunha";"421";"Centro";"Valeria de Oliveira Nogueira";"32292923";"";1;1;0;0;"";"Atendimento psico-social para pacientes portadores de transtornos mentais prioritariamente moderados a severos, com atendimento individual, em grupos de familiares e oficinas ocupacionais e terapêuticas.";"Alugado";"-31.7737013, -52.34156469999999"
"UBS";"S. M. de Saúde                                    ";"Caps Fragata";"AV Dq Duque De Caxias";"342";"Fragata";"";"32811081";"";1;1;0;0;"";"Atendimento psico-social para pacientes portadores de transtornos mentais prioritariamente moderados a severos com atendimento individual, em grupos, grupos de familiares e oficinas ocupacionais e terapêuticas de música, artesanato e educação física.";"Alugado";"-31.75892693958084, -52.36536741256714"
"UBS";"S. M. de Saúde                                    ";"CAPS i CANGURU";"R  Andrade Neves";"1229";"Centro";"Tânia Maria Goulart";"32226290";"";1;1;0;0;"";"Atendimento individual, grupos de psicoterapia, grupos de orientação para familiares, oficinas ocupacionais atende crianças e adolescentes.";"Alugado";"-31.77488369907708, -52.33841121196747"
"UBS";"S. M. de Saúde                                    ";"Caps Porto";"R  Félix Da Cunha";"457";"Centro";"Ataulfo Guarani Meireles Martins";"32782068";"";1;1;0;0;"";"Atendimento psico-social para pacientes portadores de transtornos mentais, prioritariamente moderados e severos, com atendimentos individuais, em grupos e oficinas ocupacionais e terapêuticas.";"Alugado";"-31.773216851128545, -52.34143942594528"
"UBS";"S. M. de Saúde                                    ";"Caps Zona Norte";"AV  Fernando Osorio";"5615";"Três Vendas";"Anderson Tavares Meireles";"32736301";"";1;1;0;0;"";"Atendimento psico-social para pacientes portadores de transtornos mentais prioritariamente moderados a severos, com atendimentos individuais, em grupos de familiares e oficinas ocupacionais e terapêuticas.";"Alugado";"-31.70155049964183, -52.34015464782715"
"UBS";"S. M. de Saúde                                    ";"Centro de Especialidades";"R  Voluntários Da Pátria";"1428";"Centro";"";"32279057";"";1;1;1;0;"";"CEO  Centro de especialidades odontológicas, atendimento odontológico. Atividades de imunização, pré-natal, captação de pacientes para investigação de tuberculose, notificação de agravos, consultas diversas e individuais, realização de grupos de hiperdia, grupos de orientação de gestantes, curativos, nebulização.";"Alugado";"-31.764647527282342, -52.345425732768604"
"UBS";"S. M. de Saúde                                    ";"UBAI Navegantes";"R Dona Darcy Vargas; Dom";"212";"Centro";"Gerente Distrital";"32794546";"";1;1;1;0;"";"Curativos, nebulizações, atendimento de urgência e emergência e encaminhamento ao PS";"Próprio";"-31.77109999456215, -52.32121288776398"
"UBS";"S. M. de Saúde                                    ";"UBS Arco Íris";"AV  Pery Ribas";"523";"Três Vendas";"Cristiane Bierhals Tessmer";"32776203";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, grupo de prevenção e/ou tratamento do tabagismo, captação e acompanhamento de pacientes com suspeita de tuberculose , consulta de enfermagem, consulta médica, consulta odontológica, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura (acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.720179000473184, -52.30520009994507"
"UBS";"S. M. de Saúde                                    ";"UBS Areal Fundos - UFPel";"AV  Domingos José De Almeida";"4265";"Areal";"Denise Silveira";"32281297";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde,captação e acompanhamento de pacientes com suspeita de tuberculose , consulta de enfermagem, consulta médica, consulta com nutricionista, consulta com assistente social , curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura(acompanhamento de crianças), atividades de imunizações(vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.747708736184894, -52.293696105480194"
"UBS";"S. M. de Saúde                                    ";"UBS Areal I";"R  Apolinário Porto Alegre";"290";"Areal";"Rosa Visitacion Maronas Braga";"32783531";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica, consulta com nutricionista, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura(acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.75478375204086, -52.32869893312454"
"UBS";"S. M. de Saúde                                    ";"UBS Balsa";"R Sao Joao";" Thomaz Munhoz, Nº 270";"Centro";"Gerente Distrital";"32722077";"não informado";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura(acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.77880253541902, -52.32305824756622"
"UBS";"S. M. de Saúde                                    ";"UBS Barro Duro";"Pç  Aratiba - Pça";"12";"Laranjal";"Gerente Distrital";"32269979";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica, consulta com nutricionista, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura(acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.735041390839402, -52.21173048019409"
"UBS";"S. M. de Saúde                                    ";"UBS Bom Jesus";"R  Itália";"350";"Areal";"Gerente Distrital";"32289364";"";1;1;1;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, grupo de prevenção e/ou tratamento do tabagismo, captação e acompanhamento de pacientes com suspeita de tuberculose , consulta de enfermagem, consulta médica, consulta odontológica, consulta com nutricionista, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura (acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.74599808890,-52.31951074610"
"UBS";"S. M. de Saúde                                    ";"UBS Cascata";"DIS  Cascata - Col";"";"Zona Rural";"Diana Peres San Martin";"32775108";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura (acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.622116526719168, -52.50399438196689"
"UBS";"S. M. de Saúde                                    ";"UBS Cerrito Alegre";"DIS  Cerrito Alegre - Estr";"";"Zona Rural";"Fernando José Carpena Jaccottet";"32777054";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura(acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.5556244340 ,-52.357926580 "
"UBS";"S. M. de Saúde                                    ";"UBS Cohab Fragata";"R  Paulo Simões Lopes";"230";"Fragata";"Gerente Distrital";"32719425";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose , consulta de enfermagem, consulta médica, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes),  puericultura(acompanhamento de crianças), atividades de imunizações(vacinas), teste do pezinho,acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo,teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.74216147265426, -52.386039197444916"
"UBS";"S. M. de Saúde                                    ";"UBS Cohab Guabiroba";"R Dr Arnaldo Da Silva Ferreira;Dr.";"352";"Fragata";"Gerente Distrital";"32789733";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, grupo de prevenção e/ou tratamento do tabagismo, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica, consulta com nutricionista, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura(acompanhamento de crianças), atividades de imunizações(vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.747726983213852, -52.367722392082214"
"UBS";"S. M. de Saúde                                    ";"UBS Cohab Lindóia";"R  Ernâni Osmar Blaas";"344";"Três Vendas";"Gerente Distrital";"32831414";"";1;1;1;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura(acompanhamento de crianças), atividades de imunizações(vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.709858184165817, -52.34804034233093"
"UBS";"S. M. de Saúde                                    ";"UBS Cohab Pestano";"R  Leopoldo Brod";"2297";"Três Vendas";"Gerente Distrital";"32831841";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica (tarde), consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura (acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.70351301199495, -52.33418941497803"
"UBS";"S. M. de Saúde                                    ";"UBS Colônia Maciel";"PS  Damasceno Vieira";"";"Zona Rural";"João Lima de Souza ";"32246053";"";1;0;0;0;"";"	

Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura(acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.5037965269, -52.586468182 "
"UBS";"S. M. de Saúde                                    ";"UBS Colônia Osório";"R Gen Osório";"Colônia Osório";"Zona Rural";"Islaine Oliveira Buttenbender";"32774172";"";1;0;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura (acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.519732924377145, -52.27921331036862"
"UBS";"S. M. de Saúde                                    ";"UBS Colônia Triunfo";"DIS  Colonia Triunfo";"";"Zona Rural";"Jober Buss da Silva";"32779720";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura (acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Outros";"-31.368796, -52.506252"
"UBS";"S. M. de Saúde                                    ";"UBS Colônia Z-3";"DIS  Colônia Z3";"Rua Rafael Brusque Nº 147";"Zona Rural";"Vera Lúcia Moreira Garcia ";"32260418";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica, consulta com psicóloga, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura (acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.697841,-52.157099"
"UBS";"S. M. de Saúde                                    ";"UBS Cordeiro de Farias";"DIS  Cascata - Col";"";"Zona Rural";"Raquel de Pinho Gonçalves";"32247309";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, consulta odontológica, consulta com assistente social, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura(acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.580947580891355, -52.450291927430044"
"UBS";"S. M. de Saúde                                    ";"UBS Corrientes";"DIS  Silvana;Sta - Col";"BR 116";"Zona Rural";"Gerente Distrital";"32746605";"";1;1;0;0;"";"Acolhimento, realização de ações educativas de prevenção e promoção da saúde, grupo de prevenção e/ou tratamento do tabagismo, captação e acompanhamento de pacientes com suspeita de tuberculose, consulta de enfermagem, consulta médica, curativos, pré-natal (busca ativa e acompanhamento de gestantes), puericultura (acompanhamento de crianças), atividades de imunizações (vacinas), teste do pezinho, acompanhamento dos beneficiários do bolsa família e encaminhamento para cadastro no mesmo, teste rápido para gravidez, HIV e hepatites.";"Próprio";"-31.47648,-52.213249"
